1|3|Review|01-06-2024 13:05:24|True|You have 1 ungraded reservations.|-1
2|3|Review|01-06-2024 13:17:38|True|You have 1 ungraded reservations.|-1
3|3|Review|01-06-2024 13:17:59|True|You have 1 ungraded reservations.|-1
4|3|Review|01-06-2024 13:25:58|True|You have 1 ungraded reservations.|-1
5|3|Review|01-06-2024 13:26:32|True|You have 1 ungraded reservations.|-1
6|3|Review|01-06-2024 13:28:04|True|You have 1 ungraded reservations.|-1
7|3|Review|01-06-2024 13:28:17|True|You have 1 ungraded reservations.|-1
8|3|Review|01-06-2024 13:33:02|True|You have 1 ungraded reservations.|-1
9|3|Review|01-06-2024 13:37:10|True|You have 1 ungraded reservations.|-1
10|3|Review|01-06-2024 13:51:06|False|You have 1 ungraded reservations.|-1
11|3|Review|01-06-2024 13:51:53|False|You have 1 ungraded reservations.|-1
12|3|Review|01-06-2024 13:53:45|False|You have 1 ungraded reservations.|-1
13|3|Review|01-06-2024 13:54:40|False|You have 1 ungraded reservations.|-1
14|3|Review|01-06-2024 13:55:18|False|You have 1 ungraded reservations.|-1
15|3|Review|01-06-2024 13:56:39|False|You have 1 ungraded reservations.|-1
16|3|Review|01-06-2024 13:57:31|False|You have 1 ungraded reservations.|-1
17|3|Review|01-06-2024 13:58:46|False|You have 1 ungraded reservations.|-1
18|3|Review|01-06-2024 13:59:58|False|You have 1 ungraded reservations.|-1
19|3|Review|01-06-2024 14:27:12|False|You have 1 ungraded reservations.|-1
20|3|Review|01-06-2024 14:32:03|False|You have 1 ungraded reservations.|-1
21|3|Review|01-06-2024 14:32:30|False|You have 1 ungraded reservations.|-1
22|3|Review|01-06-2024 14:34:30|False|You have 1 ungraded reservations.|-1
23|3|Review|01-06-2024 14:35:14|False|You have 1 ungraded reservations.|-1
24|3|Review|01-06-2024 14:35:58|False|You have 1 ungraded reservations.|-1
